publication_id,primary_source_id,companion_source_ids,title,publisher,publisher_domain,publication_date,publication_date_precision,publication_date_method,publication_year,source_type,relevance_basis,statistical_use,primary_url,all_urls,retrieval_methods,duplicate_group,source_record_count,max_token_count,tag_count,metric_count,ioc_count,threat_groups,campaigns,sectors,countries_or_regions,targets,kill_chain_phases,mitre_tactics,mitre_attack_ids,ttps,attack_vectors,ai_use_cases,ai_technologies,llm_providers,llm_models,malicious_ai_tools,malware_or_tools,data_types,infrastructure,actor_motivations,impacts,evidence_landscape,cves,manual_review_required,content_quality,analysis_inclusion,ai_relevance,ai_term_count,offense_term_count
pub-022,src-022,,2025 Global Threat Landscape Report,Fortinet,filestore.fortinet.com,2025-04-28,day,publisher_verified_override,2025,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.fortinet.com/corporate/about-us/newsroom/press-releases/2025/fortinet-threat-report-reveals-record-surge-in-automated-cyberattacks,https://filestore.fortinet.com/fortiguard/2025_Global_Threat_Landscape_Report.pdf|https://www.fortinet.com/corporate/about-us/newsroom/press-releases/2025/fortinet-threat-report-reveals-record-surge-in-automated-cyberattacks,direct,,1,6167,107,97,0,APT28 / Fancy Bear|APT29 / Cozy Bear|APT43 / Kimsuky|Lazarus Group|RansomHub|APT28|APT29|APT73|TA0001|TA0003|TA0004|TA0007|TA0008|TA0011,,Critical Infrastructure|Cryptocurrency|Financial Services|Government|Telecommunications,Africa|Canada|China|United Kingdom|United States,Executives,Actions on Objectives|Command and Control|Delivery|Exploitation|Installation|Reconnaissance,Collection|Command and Control|Credential Access|Defense Evasion|Discovery|Execution|Exfiltration|Impact|Initial Access|Lateral Movement|Persistence|Privilege Escalation|Reconnaissance,T1059|T1078|T1102|T1190|T1496|T1556.004,Command and control|Credential theft|Data exfiltration|Deepfake impersonation|Defense evasion|Malware generation|MFA/session-token theft|Obfuscation|PowerShell execution|Spearphishing|Voice phishing / vishing,Credential theft|Spearphishing|Vishing,Deepfake video or image|Identity fraud and impersonation|Malware development|Obfuscation and evasion|Phishing and lure generation|Reconnaissance and target research,Deepfake / synthetic media,OpenAI,ChatGPT,FraudGPT|WormGPT,Cobalt Strike|LockBit ransomware|Vidar,Credentials and passwords|Documents and files|Financial and payment data|Session cookies or tokens|Source code,Browser|Cloud|Email|Endpoint|Messaging platform,Espionage|Hacktivism,Credential compromise|Data theft or exfiltration|Espionage|Financial fraud|Ransomware or extortion|Service disruption,Forecast or prediction|Proof of concept|Threat landscape report|Underground-market observation,CVE-2017-0147|CVE-2017-18377|CVE-2018-10561|CVE-2019-18935|CVE-2022-30525|CVE-2023-1389|CVE-2024-21887,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,21,249
pub-023,src-023,src-080,2025 AI Threat Report: How Cybercriminals Are Weaponizing AI Technology,KELA,info.ke-la.com,2025-03-25,day,publisher_verified_override,2025,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.kelacyber.com/resources/research/2025-ai-threat-report/,https://info.ke-la.com/hubfs/Reports/KELA%20Report%20-%202025%20AI%20Threat%20Report.pdf|https://www.kelacyber.com/resources/research/2025-ai-threat-report/,direct,dup-003,2,3987,82,10,0,Storm-2139|STORM-2139|UNC6780,,Financial Services|Government,China|France|Germany|Iran|North Korea|Russia|Ukraine|United States,Developers|Employees|Executives,Actions on Objectives|Command and Control|Delivery|Exploitation|Reconnaissance|Weaponization,Exfiltration|Impact|Initial Access|Reconnaissance|Resource Development,,Business email compromise|Data exfiltration|Deepfake impersonation|Exploit development|Malware generation|Phishing link or attachment|Prompt injection|Target research / OSINT|Voice phishing / vishing,Business email compromise|Vishing,Deepfake video or image|Deepfake voice|Exploit development|Identity fraud and impersonation|Influence operations|Malware development|Phishing and lure generation|Reconnaissance and target research|Translation and localization|Vulnerability research,Deepfake / synthetic media|Generative AI|Large language model,Anthropic|DeepSeek|Google|Mistral AI|OpenAI,ChatGPT|Claude|DeepSeek|Gemini|GPT-4|Mistral / Mixtral,Evil-GPT|FraudGPT|GhostGPT|WormGPT,,Credentials and passwords|Documents and files|Financial and payment data,Email|Messaging platform|Mobile|Social media,Financial|Hacktivism|Influence / information operations,Data theft or exfiltration|Financial fraud|Ransomware or extortion|Service disruption,Underground-market observation,CVE-2025-24367,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,208,234
pub-024,src-024,,An update on disrupting deceptive uses of AI,OpenAI,openai.com,2024-10-09,day,publisher_verified_override,2024,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://openai.com/global-affairs/an-update-on-disrupting-deceptive-uses-of-ai/,https://openai.com/global-affairs/an-update-on-disrupting-deceptive-uses-of-ai/,jina_reader_proxy,,1,294,5,0,0,,,,,,Actions on Objectives,,,,,Influence operations,,OpenAI,,,,,Social media,Influence / information operations,,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,6,4
pub-025,src-025,,Disrupting malicious uses of AI: June 2025,OpenAI,openai.com,2025-06-05,day,publisher_verified_override,2025,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://openai.com/global-affairs/disrupting-malicious-uses-of-ai-june-2025/,https://openai.com/global-affairs/disrupting-malicious-uses-of-ai-june-2025/,jina_reader_proxy,,1,246,7,0,0,,,,,,Actions on Objectives|Exploitation,,,,,Influence operations,,OpenAI,,,,,,Espionage|Influence / information operations,Espionage,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,13,5
pub-026,src-026,,Disrupting malicious uses of AI: October 2025,OpenAI,openai.com,2025-10-07,day,text,2025,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://openai.com/global-affairs/disrupting-malicious-uses-of-ai-october-2025/,https://openai.com/global-affairs/disrupting-malicious-uses-of-ai-october-2025/,jina_reader_proxy,,1,994,8,0,4,,,,Russia|United States,Developers,Actions on Objectives,,,,,Influence operations,,OpenAI,ChatGPT,,,,,Influence / information operations,,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,23,13
pub-027,src-027,,Disrupting malicious uses of AI,OpenAI,openai.com,2026-02-25,day,publisher_verified_override,2026,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://openai.com/global-affairs/disrupting-malicious-uses-of-ai/,https://openai.com/global-affairs/disrupting-malicious-uses-of-ai/,jina_reader_proxy,,1,252,6,0,0,,,,,,Actions on Objectives|Exploitation,,,,,Influence operations,,OpenAI,,,,,Mobile,Influence / information operations,,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,12,7
pub-028,src-028,,Disrupting malicious uses of AI by state-affiliated threat actors,OpenAI,openai.com,2024-02-14,day,text,2024,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://openai.com/index/disrupting-malicious-uses-of-ai-by-state-affiliated-threat-actors/,https://openai.com/index/disrupting-malicious-uses-of-ai-by-state-affiliated-threat-actors/,jina_reader_proxy,,1,1857,20,0,4,APT43 / Kimsuky,,,China|Iran|North Korea|Russia|United States,Developers,Delivery,Defense Evasion|Initial Access,,Defense evasion|Script generation|Spearphishing,Spearphishing,Code debugging and scripting|Obfuscation and evasion|Translation and localization,,OpenAI,ChatGPT|GPT-4,,,,,,,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,38,45
pub-029,src-029,,Scam operations: Online fraud networks,OpenAI,openai.com,2025-10-01,day,publisher_verified_override,2025,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://openai.com/index/disrupting-malicious-uses-of-ai-scam-operations/,https://openai.com/index/disrupting-malicious-uses-of-ai-scam-operations/,jina_reader_proxy,,1,1312,15,0,2,,,,China,Employees,Actions on Objectives,Collection|Defense Evasion,,Obfuscation,,Identity fraud and impersonation|Obfuscation and evasion|Translation and localization,,OpenAI,ChatGPT,,,,Messaging platform|Social media,,Financial fraud,Forecast or prediction,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,17,10
pub-030,src-030,,STORM-0817: Iran-linked malware and scraping activity,OpenAI,openai.com,2024-10-01,day,publisher_verified_override,2024,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://openai.com/index/disrupting-malicious-uses-of-ai-storm-0817/,https://openai.com/index/disrupting-malicious-uses-of-ai-storm-0817/,jina_reader_proxy,,1,687,22,0,0,SweetSpecter|STORM-0817,,Defense|Education|Government|Media,Iran,,Command and Control|Reconnaissance,Collection|Command and Control|Reconnaissance,,Command and control,,Code debugging and scripting|Reconnaissance and target research|Translation and localization,Large language model,OpenAI,ChatGPT,,,Documents and files,Messaging platform|Mobile,,,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,8,16
pub-031,src-031,,OPWNAI : Cybercriminals Starting to Use ChatGPT - Check Point Research,Check Point,research.checkpoint.com,2023-01-06,day,metadata,2023,provider_or_government_report,"AI misuse, abuse-disruption, or threat research report",incident_or_observation,https://research.checkpoint.com/2023/opwnai-cybercriminals-starting-to-use-chatgpt/,https://research.checkpoint.com/2023/opwnai-cybercriminals-starting-to-use-chatgpt/,direct,,1,1953,42,0,0,,,Cryptocurrency,Africa|Brazil|Canada|China|France|Germany|India|Iran|Israel|Japan|North Korea|Russia|South Korea|Taiwan|Ukraine|United Kingdom|United States|Vietnam,Developers,Actions on Objectives|Delivery|Exploitation,Execution|Impact|Initial Access,,Malware generation|Phishing link or attachment|PowerShell execution|Spearphishing,Spearphishing,Malware development,Large language model,OpenAI,ChatGPT,,,Credentials and passwords|Documents and files,Email|Mobile,,Ransomware or extortion,Controlled study|Underground-market observation,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,41,49
pub-032,src-032,,FunkSec – Alleged Top Ransomware Group Powered by AI - Check Point Research,Check Point,research.checkpoint.com,2025-01-10,day,metadata,2025,provider_or_government_report,"AI misuse, abuse-disruption, or threat research report",incident_or_observation,https://research.checkpoint.com/2025/funksec-alleged-top-ransomware-group-powered-by-ai/,https://research.checkpoint.com/2025/funksec-alleged-top-ransomware-group-powered-by-ai/,direct,,1,3444,54,2,9,Akira|FunkSec,,,Africa|Brazil|Canada|China|France|Germany|India|Iran|Israel|Japan|North Korea|Russia|South Korea|Taiwan|Ukraine|United Kingdom|United States|Vietnam,Developers,Actions on Objectives|Delivery|Weaponization,Collection|Discovery|Execution|Impact|Initial Access|Privilege Escalation|Resource Development,,Malware generation|PowerShell execution,,Identity fraud and impersonation|Malware development,Large language model,OpenAI,ChatGPT,,FunkSec|FunkSec ransomware,Credentials and passwords|Documents and files|Source code,Browser|Email|Endpoint|Messaging platform|Mobile,Hacktivism,Data theft or exfiltration|Ransomware or extortion|Service disruption,Controlled study|Underground-market observation,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,28,62
pub-033,src-033,,Impersonated GenAI Site Lures Victims to Infostealer Download - Check Point Research,Check Point,research.checkpoint.com,2025-05-20,day,metadata,2025,provider_or_government_report,"AI misuse, abuse-disruption, or threat research report",incident_or_observation,https://research.checkpoint.com/2025/impersonated-kling-ai-site-installs-malware/,https://research.checkpoint.com/2025/impersonated-kling-ai-site-installs-malware/,direct,,1,3046,65,0,36,,,Cryptocurrency|Financial Services,Africa|Brazil|Canada|China|France|Germany|India|Iran|Israel|Japan|North Korea|Russia|South Korea|Taiwan|Ukraine|United Kingdom|United States|Vietnam,Developers|Security researchers,Actions on Objectives|Command and Control|Delivery|Exploitation|Installation,Collection|Command and Control|Defense Evasion|Execution|Exfiltration|Impact|Initial Access|Persistence,,Command and control|Data exfiltration|Defense evasion|Fake website or service|Malicious advertising|MFA/session-token theft|Obfuscation,Fake AI website|Malicious advertisement,Identity fraud and impersonation|Obfuscation and evasion,Generative AI|Large language model,Google|OpenAI,ChatGPT|Gemini,,PureHVNC RAT,Credentials and passwords|Cryptocurrency keys or seed phrases|Documents and files|Session cookies or tokens,Browser|Email|Endpoint|Messaging platform|Mobile|Social media,,Data theft or exfiltration|Ransomware or extortion,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,52,31
pub-034,src-034,,The State of AI in Cyber Security - Check Point Research,Check Point,research.checkpoint.com,2025-04-30,day,metadata,2025,provider_or_government_report,"AI misuse, abuse-disruption, or threat research report",incident_or_observation,https://research.checkpoint.com/2025/sate-of-ai-in-cyber-security/,https://research.checkpoint.com/2025/sate-of-ai-in-cyber-security/,direct,,1,2414,67,11,2,,,,Africa|Brazil|Canada|China|France|Germany|India|Iran|Israel|Japan|North Korea|Russia|South Korea|Taiwan|Ukraine|United Kingdom|United States|Vietnam,Employees,Actions on Objectives|Delivery|Exploitation|Weaponization,Collection|Discovery|Exfiltration|Impact|Initial Access,,Data exfiltration|Deepfake impersonation|Exploit development|Malware generation|MFA/session-token theft|Ransomware deployment|Supply-chain compromise,Supply chain,Deepfake video or image|Deepfake voice|Exploit development|Identity fraud and impersonation|Influence operations|Malware development|Translation and localization|Vulnerability research,Deepfake / synthetic media|Generative AI|Large language model,DeepSeek|Hugging Face|Microsoft|OpenAI,ChatGPT|DeepSeek|Microsoft Copilot,,,Credentials and passwords|Documents and files|Financial and payment data|Session cookies or tokens,Email|Mobile,Influence / information operations,Data theft or exfiltration|Financial fraud|Ransomware or extortion,In-the-wild observed|Incident response|Underground-market observation,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,105,58
pub-035,src-035,,AI in the Middle: Turning Web-Based AI Services into C2 Proxies & The Future Of AI Driven Attacks - Check Point Research,Check Point,research.checkpoint.com,2026-02-17,day,metadata,2026,forecast_or_assessment,"threat assessment, forecast, or red-team study",context_only,https://research.checkpoint.com/2026/ai-in-the-middle-turning-web-based-ai-services-into-c2-proxies-the-future-of-ai-driven-attacks/,https://research.checkpoint.com/2026/ai-in-the-middle-turning-web-based-ai-services-into-c2-proxies-the-future-of-ai-driven-attacks/,direct,,1,4533,72,1,0,,,Critical Infrastructure|Defense,Africa|Brazil|Canada|China|France|Germany|India|Iran|Israel|Japan|North Korea|Russia|South Korea|Taiwan|Ukraine|United Kingdom|United States|Vietnam,Developers,Actions on Objectives|Command and Control|Delivery|Exploitation|Installation|Reconnaissance|Weaponization,Command and Control|Discovery|Execution|Exfiltration|Impact|Initial Access|Lateral Movement|Persistence|Reconnaissance|Resource Development,,CAPTCHA bypass|Command and control|Data exfiltration|Malware generation|PowerShell execution,,CAPTCHA bypass|Command and control|Malware development|Reconnaissance and target research|Translation and localization,Agentic AI,Anthropic|Google|Microsoft|OpenAI|xAI,ChatGPT|Gemini|Grok|Microsoft Copilot,FraudGPT,,Credentials and passwords|Documents and files|Personally identifiable information,Browser|Email|Endpoint|Mobile,,Data theft or exfiltration|Ransomware or extortion,Controlled study|Forecast or prediction|Incident response|Proof of concept,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,105,117
pub-036,src-036,,Browser-Only Ransomware: From LLM Hallucinations to a Practical Attack Technique - Check Point Research,Check Point,research.checkpoint.com,2026-07-01,day,metadata,2026,provider_or_government_report,"AI misuse, abuse-disruption, or threat research report",incident_or_observation,https://research.checkpoint.com/2026/browser-only-ransomware-from-llm-hallucinations-to-a-practical-attack-technique/,https://research.checkpoint.com/2026/browser-only-ransomware-from-llm-hallucinations-to-a-practical-attack-technique/,direct,,1,4285,60,0,1,,,Financial Services,Africa|Brazil|Canada|China|France|Germany|India|Iran|Israel|Japan|North Korea|Russia|South Korea|Taiwan|Ukraine|United Kingdom|United States|Vietnam,Developers,Actions on Objectives|Delivery|Exploitation|Installation|Weaponization,Collection|Credential Access|Discovery|Execution|Exfiltration|Impact|Initial Access|Persistence|Resource Development,,Credential theft|Data exfiltration|Malware generation|PowerShell execution,Credential theft,Malware development|Translation and localization,Large language model,Anthropic|DeepSeek|OpenAI,ChatGPT|Claude|DeepSeek,,,Credentials and passwords|Documents and files,Browser|Cloud|Email|Endpoint|Mobile,,Data theft or exfiltration|Ransomware or extortion,Controlled study|In-the-wild observed|Proof of concept,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,48,111
pub-037,src-037,,ChatGPT Data Leakage via a Hidden Outbound Channel in the Code Execution Runtime - Check Point Research,Check Point,research.checkpoint.com,2026-03-30,day,metadata,2026,provider_or_government_report,"AI misuse, abuse-disruption, or threat research report",incident_or_observation,https://research.checkpoint.com/2026/chatgpt-data-leakage-via-a-hidden-outbound-channel-in-the-code-execution-runtime/,https://research.checkpoint.com/2026/chatgpt-data-leakage-via-a-hidden-outbound-channel-in-the-code-execution-runtime/,direct,,1,2761,38,0,0,,,,Africa|Brazil|Canada|China|France|Germany|India|Iran|Israel|Japan|North Korea|Russia|South Korea|Taiwan|Ukraine|United Kingdom|United States|Vietnam,Developers,Actions on Objectives|Delivery|Exploitation,Collection|Execution|Exfiltration|Impact|Initial Access,,Data exfiltration,,,,OpenAI,ChatGPT,,,Documents and files|Financial and payment data,Email|Mobile|Social media,,Data theft or exfiltration|Ransomware or extortion,Proof of concept,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,40,40
pub-038,src-038,,BlueNoroff’s latest campaigns: GhostCall and GhostHire | Securelist,Kaspersky GReAT,securelist.com,2025-10-28,day,metadata,2025,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://securelist.com/bluenoroff-apt-campaigns-ghostcall-and-ghosthire/117842/,https://securelist.com/bluenoroff-apt-campaigns-ghostcall-and-ghosthire/117842/,direct,,1,14611,96,2,90,APT43 / Kimsuky|BlueNoroff|Lazarus Group|APT38|TA444|UNC1549,GhostCall|GhostHire|Operation SyncHole,Cryptocurrency|Financial Services|Telecommunications|Transportation and Logistics,Africa|Brazil|France|India|Japan|Russia|United States,Developers|Employees|Executives,Actions on Objectives|Command and Control|Delivery|Exploitation|Installation|Reconnaissance|Weaponization,Command and Control|Credential Access|Defense Evasion|Discovery|Execution|Exfiltration|Impact|Initial Access|Persistence|Privilege Escalation|Reconnaissance|Resource Development,,CAPTCHA bypass|Command and control|Credential theft|Data exfiltration|Deepfake impersonation|Defense evasion|Fake website or service|Malware generation|PowerShell execution|Spearphishing|Target research / OSINT,Credential theft|Spearphishing,CAPTCHA bypass|Deepfake video or image|Identity fraud and impersonation|Malware development|Obfuscation and evasion|Reconnaissance and target research,Deepfake / synthetic media|Generative AI,OpenAI,ChatGPT|GPT-4,,CoolClient backdoor|DownTroy malware|KANDYKORN malware|KONNI malware|NightLedger backdoor|ObjCShellZ malware|RooTroy backdoor|RustBucket malware|SugarLoader malware|SysPhon malware|SysPhone backdoor|TeamsClutch malware|TripleWatch stealer,Credentials and passwords|Cryptocurrency keys or seed phrases|Documents and files|Source code,Browser|Email|Endpoint|Messaging platform|Mobile|Social media,Disruption / destruction|Financial,Data theft or exfiltration|Ransomware or extortion,Controlled study|Forecast or prediction|Incident response,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,21,240
pub-040,src-040,,2025 Unit 42 Global Incident Response Report: Social Engineering Edition,Palo Alto Networks Unit 42,unit42.paloaltonetworks.com,2025-07-30,day,metadata,2025,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://unit42.paloaltonetworks.com/2025-unit-42-global-incident-response-report-social-engineering-edition/,https://unit42.paloaltonetworks.com/2025-unit-42-global-incident-response-report-social-engineering-edition/,direct,,1,5771,65,16,0,,,Financial Services|Government|Retail|Telecommunications,France|Iran|Japan|North Korea|Russia,Employees|Executives,Actions on Objectives|Command and Control|Delivery|Exploitation|Installation|Reconnaissance,Command and Control|Credential Access|Execution|Exfiltration|Impact|Initial Access|Lateral Movement|Persistence|Reconnaissance,,Business email compromise|CAPTCHA bypass|Command and control|Credential harvesting|Credential theft|Data exfiltration|Malicious advertising|MFA/session-token theft|Phishing link or attachment|PowerShell execution,Business email compromise|Credential theft|Malicious advertisement|Smishing,CAPTCHA bypass|Identity fraud and impersonation|Reconnaissance and target research,Agentic AI|Generative AI,Anthropic,Claude,,Lumma,Credentials and passwords|Documents and files|Session cookies or tokens,Browser|Cloud|Email|Endpoint|Mobile|SaaS|Social media,Financial,Credential compromise|Data theft or exfiltration|Ransomware or extortion,Forecast or prediction|Incident response,CVE-2024-3400,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,29,181
pub-041,src-041,,AI Agents Are Here. So Are the Threats.,Palo Alto Networks Unit 42,unit42.paloaltonetworks.com,2025-05-01,day,metadata,2025,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://unit42.paloaltonetworks.com/agentic-ai-threats/,https://unit42.paloaltonetworks.com/agentic-ai-threats/,direct,,1,7275,45,2,1,,,,India|Japan,Employees|Executives,Actions on Objectives|Command and Control|Exploitation|Reconnaissance,Command and Control|Credential Access|Discovery|Execution|Exfiltration|Lateral Movement|Privilege Escalation,,CAPTCHA bypass|Command and control|Credential harvesting|Credential theft|Data exfiltration|Prompt injection|Vulnerability scanning,Credential theft,CAPTCHA bypass|Identity fraud and impersonation,Agentic AI|Generative AI|Large language model,Anthropic,Claude,,,Credentials and passwords|Documents and files|Source code,Browser|Cloud|Email|Endpoint|Mobile|SaaS,,Data theft or exfiltration|Service disruption,Controlled study|Forecast or prediction|Incident response|Underground-market observation,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,78,167
pub-042,src-042,,The State of AI-Enabled Malware August 2026: From Brand Abuse to Agentic Execution,Palo Alto Networks Unit 42,unit42.paloaltonetworks.com,2026-08-25,day,metadata,2026,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://unit42.paloaltonetworks.com/ai-enabled-malware-analysis/,https://unit42.paloaltonetworks.com/ai-enabled-malware-analysis/,direct,,1,2787,61,13,12,FunkSec,,Artificial Intelligence|Critical Infrastructure|Cryptocurrency,China|India|Japan|South Korea,Developers|Employees|Executives,Actions on Objectives|Command and Control|Installation|Reconnaissance,Collection|Command and Control|Credential Access|Defense Evasion|Execution|Exfiltration|Impact|Initial Access|Persistence|Reconnaissance,,CAPTCHA bypass|Command and control|Credential harvesting|Credential theft|Data exfiltration|Defense evasion|PowerShell execution|Target research / OSINT,Credential theft,CAPTCHA bypass|Identity fraud and impersonation|Malware development|Obfuscation and evasion|Reconnaissance and target research,Agentic AI|Large language model,Anthropic|OpenAI,ChatGPT|Claude,,FunkSec|FunkSec ransomware|JavaScript backdoor|Rhadamanthys|TuxBot,Credentials and passwords|Documents and files,Browser|Email|Endpoint|Mobile|SaaS,,Data theft or exfiltration|Ransomware or extortion,Incident response|Proof of concept,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,69,73
pub-043,src-043,,Analyzing the Current State of AI Use in Malware,Palo Alto Networks Unit 42,unit42.paloaltonetworks.com,2026-03-19,day,metadata,2026,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://unit42.paloaltonetworks.com/ai-use-in-malware/,https://unit42.paloaltonetworks.com/ai-use-in-malware/,direct,,1,4755,57,4,4,,,,China|India|Japan|South Korea,Developers|Employees|Executives,Actions on Objectives|Command and Control|Installation|Reconnaissance,Collection|Command and Control|Credential Access|Defense Evasion|Discovery|Execution|Exfiltration|Impact|Lateral Movement|Persistence,,CAPTCHA bypass|Command and control|Credential harvesting|Credential theft|Data exfiltration|Defense evasion|Malware generation|Obfuscation|PowerShell execution|Target research / OSINT,Credential theft,Autonomous or agentic intrusion|CAPTCHA bypass|Malware development|Obfuscation and evasion|Reconnaissance and target research,Agentic AI|Generative AI|Large language model,Anthropic|OpenAI,ChatGPT|Claude|GPT-4,,,Credentials and passwords|Documents and files,Browser|Email|Endpoint|Mobile|SaaS,,Data theft or exfiltration|Ransomware or extortion,Forecast or prediction|In-the-wild observed|Incident response,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,122,84
pub-044,src-044,,Chinese-Speaking Threat Actor Harnesses AI Models for Autonomous Cyberattacks,Palo Alto Networks Unit 42,unit42.paloaltonetworks.com,2026-07-30,day,metadata,2026,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://unit42.paloaltonetworks.com/autonomous-ai-cyber-attack-campaign/,https://unit42.paloaltonetworks.com/autonomous-ai-cyber-attack-campaign/,direct,,1,3734,66,2,3,,Operation Hermes Agent,Government,China|India|Japan|Russia|South Korea,Employees|Executives|Security researchers,Actions on Objectives|Command and Control|Delivery|Exploitation|Weaponization,Command and Control|Discovery|Execution|Exfiltration|Initial Access|Privilege Escalation,,CAPTCHA bypass|Command and control|Data exfiltration|Exploit development|PowerShell execution,,Autonomous or agentic intrusion|CAPTCHA bypass|Exploit development|Phishing and lure generation,Generative AI|Large language model,Anthropic|DeepSeek|OpenAI,ChatGPT|Claude|DeepSeek,,,Credentials and passwords|Documents and files,Browser|Email|Endpoint|Messaging platform|SaaS,,Data theft or exfiltration,Forecast or prediction|Incident response|Proof of concept,CVE-2023-33538|CVE-2025-0921|CVE-2025-40947|CVE-2025-40948|CVE-2025-68613|CVE-2026-0257|CVE-2026-0300|CVE-2026-1281|CVE-2026-1340|CVE-2026-1731|CVE-2026-21858|CVE-2026-3055|CVE-2026-31431|CVE-2026-33017|CVE-2026-33824|CVE-2026-34486|CVE-2026-39987,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,57,70
pub-045,src-045,,The Frontier AI Vulnerability Burst: Industrializing Autonomous Zero-Day Discovery in Open-Source Software,Palo Alto Networks Unit 42,unit42.paloaltonetworks.com,2026-08-04,day,metadata,2026,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://unit42.paloaltonetworks.com/frontier-ai-vulnerability-burst/,https://unit42.paloaltonetworks.com/frontier-ai-vulnerability-burst/,direct,,1,3471,44,10,0,,,,China,Developers|Employees|Executives,Delivery|Exploitation|Reconnaissance,Credential Access|Discovery|Execution|Initial Access,,CAPTCHA bypass|Credential theft|Exploit development|Supply-chain compromise|Vulnerability scanning,Credential theft|Supply chain,Autonomous or agentic intrusion|CAPTCHA bypass|Exploit development|Vulnerability research,Agentic AI|Generative AI,Anthropic|OpenAI,ChatGPT|Claude,,,Credentials and passwords|Documents and files|Source code,Browser|Email|Endpoint|Messaging platform|SaaS,,Ransomware or extortion|Service disruption,Controlled study|Incident response|Proof of concept,CVE-2025-40947|CVE-2025-40948|CVE-2026-0257,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,46,26
pub-046,src-046,,Fashionable Phishing Bait: GenAI on the Hook,Palo Alto Networks Unit 42,unit42.paloaltonetworks.com,2025-08-19,day,metadata,2025,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://unit42.paloaltonetworks.com/genai-phishing-bait/,https://unit42.paloaltonetworks.com/genai-phishing-bait/,direct,,1,2712,40,7,0,Akira|Lazarus Group,,Legal Services|Telecommunications,France|India|Japan|North Korea|Russia,Employees|Executives,Actions on Objectives|Delivery|Exploitation,Collection|Impact|Initial Access,,Business email compromise|CAPTCHA bypass|Deepfake impersonation|Phishing link or attachment,Business email compromise,CAPTCHA bypass|Deepfake video or image|Identity fraud and impersonation|Phishing and lure generation,Agentic AI|Deepfake / synthetic media|Generative AI,,,,,Credentials and passwords|Documents and files,Browser|Email|Endpoint|Messaging platform|SaaS,,Ransomware or extortion,Forecast or prediction|In-the-wild observed|Incident response,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,86,91
